latitude,longitude,elevation in feet,key saddle latitude,key saddle longitude,prominence in feet,isolation latitude,isolation longitude,isolation in km
-10.6417,-77.3600,9179,-10.6633,-77.3333,777,-10.6683,-77.3200,5.2775
-10.5475,-76.8550,16994,-10.5233,-76.8567,777,-10.5067,-76.8550,4.5166
-13.8483,-75.3817,10364,-13.8542,-75.3683,775,-13.8650,-75.3550,3.4218
-11.4908,-76.3283,16240,-11.4908,-76.3325,775,-11.4967,-76.3383,1.2675
-10.4758,-75.9025,14872,-10.4808,-75.9017,775,-10.4850,-75.9067,1.1121
-9.9917,-75.4625,5915,-10.0067,-75.4600,774,-10.0325,-75.4642,4.5201
-14.1267,-74.2083,14163,-14.1175,-74.1992,774,-14.1067,-74.1917,2.8527
-13.3850,-72.6142,17637,-13.3892,-72.6125,774,-13.3983,-72.6067,1.6840
-11.9642,-76.6175,7785,-11.9525,-76.5983,774,-11.9492,-76.5875,3.6652
-11.8267,-74.8758,14799,-11.8325,-74.8792,774,-11.8442,-74.8883,2.3674
-11.6350,-76.1917,16909,-11.6158,-76.1883,774,-11.6150,-76.1817,2.4669
-11.4817,-77.0433,3070,-11.4717,-77.0192,774,-11.4825,-77.0125,3.3652
-10.4350,-76.9625,16174,-10.4283,-76.9575,774,-10.4242,-76.9683,1.3576
-10.1092,-77.0167,16069,-10.0983,-76.9925,774,-10.1050,-76.9667,5.4999
-9.8208,-76.2117,11814,-9.8092,-76.2258,771,-9.7850,-76.2558,6.2602
-9.8158,-76.8217,13051,-9.8175,-76.8292,771,-9.8250,-76.8392,2.1709
-8.4858,-76.8850,12762,-8.5033,-76.9058,771,-8.5425,-76.8933,6.3340
-8.1967,-76.9183,9337,-8.2008,-76.9208,771,-8.2075,-76.9233,1.3187
-8.1167,-76.9850,9498,-8.0992,-76.9900,771,-8.0892,-76.9925,3.1517
-15.7533,-73.0508,7214,-15.7500,-73.0467,771,-15.7433,-73.0417,1.4796
-13.4633,-71.7367,14616,-13.4575,-71.7325,771,-13.4483,-71.7400,1.6983
-13.4517,-74.4583,13923,-13.4350,-74.4608,771,-13.4433,-74.4700,1.5639
-12.9575,-73.9767,11942,-12.9533,-73.9650,771,-12.9492,-73.9492,3.1236
-11.9075,-76.6367,6965,-11.9000,-76.6300,771,-11.8883,-76.6250,2.4715
-11.2258,-76.3942,15777,-11.2217,-76.4225,771,-11.1908,-76.4242,5.0716
-11.0608,-76.3492,15675,-11.0967,-76.3583,771,-11.0300,-76.4158,8.0438
-10.9158,-75.9775,15134,-10.9033,-75.9825,771,-10.8908,-75.9375,5.1743
-9.6050,-75.9883,7864,-9.5867,-75.9983,768,-9.5792,-75.9825,2.9282
-9.5175,-76.7992,13248,-9.5158,-76.8558,768,-9.5092,-76.7583,4.5777
-9.0400,-77.5350,15925,-9.0433,-77.5392,768,-9.0550,-77.5567,2.9022
-15.5717,-72.1958,17014,-15.5417,-72.1975,768,-15.5058,-72.1833,7.4070
-14.4275,-71.9283,13651,-14.4242,-71.9483,768,-14.4558,-71.8875,5.4059
-14.2025,-73.2225,14675,-14.1800,-73.2417,768,-14.1583,-73.2350,5.0695
-14.1000,-72.9650,15915,-14.1042,-72.9658,768,-14.1200,-72.9842,3.0302
-14.0558,-72.5783,12913,-14.0775,-72.5783,768,-14.0950,-72.5742,4.3567
-13.3250,-72.3808,17500,-13.3217,-72.3833,768,-13.3158,-72.3825,1.0300
-13.3217,-73.4733,14803,-13.3142,-73.4725,768,-13.3083,-73.4642,1.7787
-12.3408,-75.5217,16007,-12.3333,-75.5375,768,-12.3292,-75.5825,6.7409
-12.2508,-75.1758,13615,-12.2692,-75.1492,768,-12.2625,-75.2125,4.1926
-12.1592,-75.9317,17500,-12.1525,-75.9483,768,-12.1717,-75.9167,2.1394
-12.0483,-75.7458,16125,-12.0533,-75.7533,768,-12.0600,-75.7667,2.6097
-11.0183,-76.4500,15856,-10.9975,-76.4567,768,-11.0692,-76.4483,5.6259
-10.9642,-75.7450,14475,-10.9425,-75.7542,768,-10.9542,-75.7658,2.5315
-10.5592,-76.8650,16683,-10.5742,-76.8625,768,-10.5492,-76.8575,1.3774
-10.4575,-75.8083,13871,-10.4475,-75.8167,768,-10.4717,-75.8367,3.4757
-10.3675,-75.5058,9114,-10.3667,-75.4967,768,-10.3642,-75.4917,1.5946
-9.8350,-77.2100,18001,-9.8292,-77.2058,767,-9.8233,-77.2058,1.3690
-9.6492,-76.3983,13841,-9.6542,-76.3900,767,-9.6583,-76.3808,2.1711
-8.5758,-76.3883,3536,-8.5850,-76.3933,767,-8.6092,-76.3967,3.7991
-10.5217,-77.1008,14461,-10.5300,-77.0842,767,-10.5392,-77.0717,3.7333
-10.3617,-75.9633,14097,-10.3750,-75.9633,767,-10.3750,-75.9558,1.6881
-14.3725,-75.3175,4301,-14.3567,-75.3033,765,-14.3792,-75.2900,3.0562
-14.0417,-73.4892,13612,-14.0467,-73.4817,765,-14.0492,-73.4700,2.2302
-12.9892,-74.5050,12805,-12.9467,-74.5167,765,-12.9975,-74.5333,3.2097
-12.5833,-74.5642,14662,-12.5875,-74.5367,765,-12.5725,-74.5758,1.7450
-10.9275,-75.9583,14967,-10.9333,-75.9625,765,-10.9158,-75.9767,2.3836
-10.5242,-77.5992,4744,-10.5067,-77.5975,765,-10.5517,-77.5517,6.0232
-10.2808,-76.7325,15167,-10.2808,-76.7442,765,-10.2858,-76.7483,1.8211
-9.8175,-77.1017,16374,-9.8242,-77.1000,764,-9.8300,-77.1658,7.1730
-9.3575,-77.2267,15104,-9.3483,-77.2283,764,-9.3600,-77.2408,1.5812
-14.4483,-71.8592,14363,-14.4608,-71.8392,764,-14.4992,-71.8175,7.1982
-13.9450,-72.2850,15055,-13.9375,-72.2900,764,-13.9425,-72.3025,1.9103
-12.6117,-75.5550,16574,-12.6233,-75.5408,764,-12.6250,-75.5225,3.8266
-11.2767,-75.9025,14822,-11.2525,-75.8817,764,-11.3058,-75.9533,6.4193
-11.2592,-75.0817,13585,-11.2642,-75.0858,764,-11.2433,-75.1017,2.7992
-10.7925,-75.4650,8451,-10.7983,-75.4750,764,-10.7950,-75.4817,1.8435
-10.3550,-77.5358,9668,-10.3600,-77.5267,764,-10.3617,-77.5217,1.7177
-15.5200,-73.1358,10679,-15.5092,-73.1408,762,-15.5033,-73.1417,1.9476
-14.8025,-72.9925,16578,-14.8025,-72.9792,762,-14.7950,-72.9692,2.6452
-13.0400,-75.3742,16332,-13.0042,-75.3600,762,-12.9933,-75.3558,5.5324
-9.4392,-76.2750,12614,-9.4433,-76.2808,761,-9.4442,-76.2883,1.5644
-8.8542,-77.6583,18490,-8.8600,-77.6567,761,-8.8767,-77.6558,2.5037
-8.7500,-78.0142,15436,-8.7708,-78.0100,761,-8.8000,-78.0050,5.6213
-15.1675,-72.6833,17165,-15.1950,-72.6617,761,-15.2192,-72.6375,7.5462
-14.6108,-71.7133,16128,-14.5875,-71.7133,761,-14.5300,-71.6567,10.8293
-13.6375,-72.4842,14530,-13.6500,-72.5033,761,-13.6900,-72.5592,9.9790
-13.3117,-74.8408,16269,-13.3117,-74.8183,761,-13.2808,-74.8008,5.5153
-12.7158,-75.1142,16118,-12.7425,-75.1267,761,-12.7683,-75.1925,10.2998
-11.8333,-76.9358,4543,-11.8492,-76.9367,761,-11.8425,-76.9150,2.4869
-10.9450,-76.4025,15288,-10.9408,-76.4308,761,-10.9592,-76.3933,1.8595
-10.9083,-75.4175,9553,-10.8933,-75.4192,761,-10.9317,-75.4208,2.6064
-10.7775,-75.9258,14819,-10.7708,-75.9225,761,-10.7525,-75.9342,2.9114
-9.0017,-76.8425,13940,-9.0058,-76.8475,758,-9.0000,-76.8525,1.1156
-8.7542,-76.8467,12746,-8.7558,-76.8517,758,-8.7992,-76.8292,5.3362
-7.9233,-77.4283,14465,-7.9275,-77.4233,758,-7.9308,-77.4217,1.1083
-15.2008,-72.0267,16227,-15.1500,-71.9925,758,-15.1908,-72.0958,7.5136
-14.2508,-71.8508,13651,-14.2767,-71.8317,758,-14.2533,-71.8242,2.8908
-13.8275,-73.2200,15964,-13.8242,-73.2158,758,-13.8250,-73.2108,1.0296
-13.0558,-75.5892,14596,-13.1000,-75.5783,758,-13.0608,-75.5608,3.1215
-11.6175,-76.7250,10242,-11.6167,-76.7183,758,-11.6133,-76.7092,1.7870
-11.1042,-76.5308,16633,-11.0883,-76.5325,758,-11.0667,-76.5517,4.7318
-10.1392,-76.0383,14908,-10.1392,-76.0442,758,-10.1392,-76.0525,1.5525
-10.0942,-76.4025,14806,-10.1258,-76.4058,758,-10.1492,-76.4167,6.2784
-9.3192,-78.1633,4484,-9.3100,-78.1608,757,-9.3025,-78.1508,2.2986
-8.7567,-77.3183,13608,-8.7583,-77.3225,757,-8.7750,-77.3300,2.3997
-12.1408,-74.7750,13959,-12.1442,-74.7917,757,-12.1700,-74.8133,5.2741
-8.1125,-77.0517,10088,-8.1042,-77.0392,755,-8.0983,-77.0383,2.1480
-13.7733,-74.8867,14701,-13.7500,-74.8800,755,-13.7375,-74.8325,7.0737
-12.9750,-76.0483,9593,-12.9892,-76.0408,755,-12.9783,-76.0292,2.1118
-12.5733,-75.6683,16443,-12.5850,-75.6617,755,-12.5475,-75.6667,2.8637
-12.5508,-76.5500,3750,-12.5550,-76.5417,755,-12.5658,-76.5217,3.4975
-11.8208,-76.2025,16896,-11.8275,-76.1908,755,-11.8317,-76.1925,1.6202
-11.3450,-76.5233,16345,-11.3417,-76.4758,755,-11.3417,-76.5583,3.8388
-10.2683,-75.9633,13195,-10.2775,-75.9775,755,-10.2775,-75.9817,2.2497
-9.9967,-77.8250,5849,-10.0008,-77.8192,754,-10.0200,-77.8017,3.6338
-9.2833,-76.7858,14658,-9.2875,-76.7725,754,-9.3125,-76.7700,3.6653
-14.4275,-74.8233,10790,-14.4142,-74.8017,754,-14.4392,-74.8000,2.8277
-13.7842,-73.3792,13093,-13.7917,-73.3683,754,-13.8017,-73.3567,3.1092
-12.0425,-76.1500,16095,-12.0300,-76.1433,754,-12.0275,-76.0975,5.9529
-8.3425,-76.9383,13087,-8.3525,-76.9208,752,-8.3150,-76.9392,3.0428
-13.0175,-75.0617,16906,-13.1133,-75.0175,752,-12.9683,-75.0383,5.9997
-11.5083,-76.8592,9652,-11.5000,-76.8492,752,-11.4967,-76.8283,3.6034
-8.9742,-76.1100,2683,-8.9817,-76.1000,751,-9.0175,-76.1083,4.7962
-8.8133,-77.6925,17230,-8.8142,-77.7142,751,-8.8108,-77.7283,3.8602
-14.2858,-71.8783,13523,-14.3092,-71.9067,751,-14.2692,-71.8583,2.8390
-13.9175,-75.0717,13608,-13.8858,-75.0567,751,-13.8967,-75.0117,6.8817
-13.7350,-75.4575,8654,-13.7292,-75.4525,751,-13.7400,-75.4400,1.9718
-12.3983,-75.6458,17388,-12.4033,-75.6442,751,-12.4142,-75.6475,1.7609
-11.3925,-77.2267,2719,-11.3892,-77.2150,751,-11.3808,-77.2142,1.8784
-10.7717,-76.0033,15078,-10.7967,-75.9992,751,-10.7892,-76.0208,2.7226
-10.3167,-76.3533,11669,-10.3158,-76.3675,751,-10.3167,-76.3867,3.6508
-10.2842,-77.3000,16236,-10.2742,-77.2458,751,-10.3208,-77.2725,5.0523
-9.8442,-76.4325,13812,-9.8350,-76.4333,748,-9.8333,-76.4600,3.2457
-9.7733,-76.3575,13700,-9.7658,-76.3583,748,-9.7700,-76.3717,1.5973
-9.6067,-76.5467,14940,-9.6175,-76.5408,748,-9.6258,-76.5483,2.1279
-9.5292,-76.9617,14970,-9.5508,-76.9550,748,-9.5458,-77.0042,5.0168
-9.3208,-77.4008,17565,-9.3258,-77.4058,748,-9.3292,-77.4100,1.3657
-9.1233,-76.5875,9350,-9.1283,-76.6017,748,-9.1392,-76.6133,3.3366
-9.0192,-77.0717,12109,-9.0133,-77.0850,748,-9.0183,-77.0933,2.3839
-8.9900,-78.2200,7493,-8.9875,-78.2075,748,-8.9858,-78.1975,2.5165
-14.5608,-73.5375,15531,-14.5433,-73.5083,748,-14.5525,-73.5792,4.5845
-13.1583,-74.9125,16555,-13.1808,-74.9500,748,-13.1567,-74.8625,5.4236
-12.6417,-75.5800,16525,-12.6317,-75.5525,748,-12.6125,-75.5550,4.2180
-11.8008,-74.9942,16522,-11.8092,-74.9950,748,-11.8175,-74.9917,1.8637
-11.7317,-76.4192,16354,-11.7342,-76.4033,748,-11.7100,-76.3958,3.4948
-11.2092,-75.7658,14780,-11.2050,-75.7792,748,-11.1917,-75.7675,1.9444
-11.0400,-76.7542,16397,-11.0383,-76.7708,748,-11.0725,-76.7917,5.4508
-10.9450,-76.9858,12601,-10.9517,-76.9733,748,-10.9617,-76.9758,2.1436
-10.7383,-76.5767,16240,-10.7475,-76.5767,748,-10.7508,-76.5725,1.4558
-9.9942,-75.6383,8369,-9.9867,-75.6433,745,-9.9842,-75.6500,1.6909
-8.7933,-76.9025,12890,-8.7958,-76.9050,745,-8.8050,-76.9050,1.3195
-15.3058,-73.1717,16486,-15.2350,-73.1250,745,-15.1975,-73.1108,13.6529
-14.5267,-72.4825,16840,-14.5417,-72.4950,745,-14.5508,-72.5033,3.4915
-13.6258,-75.2608,14767,-13.5883,-75.2100,745,-13.6492,-75.1833,8.7742
-13.3617,-72.5083,16499,-13.3700,-72.5083,745,-13.3800,-72.5100,2.0363
-12.7267,-75.7200,16069,-12.6967,-75.7133,745,-12.7000,-75.7600,5.2510
-12.3400,-75.7325,16135,-12.3458,-75.7275,745,-12.3342,-75.7192,1.5866
-11.0592,-77.2867,4511,-11.0583,-77.2817,745,-11.0575,-77.2725,1.5588
-10.9567,-75.3833,8172,-10.9575,-75.3892,745,-10.9625,-75.4000,1.9332
-10.7500,-75.2592,5751,-10.7642,-75.2608,745,-10.7333,-75.2542,1.9229
-10.7325,-75.7525,13330,-10.7217,-75.7608,745,-10.7200,-75.7808,3.3935
-10.6058,-75.7300,13937,-10.6008,-75.7383,745,-10.6092,-75.7533,2.5797
-9.6692,-77.2550,16994,-9.6517,-77.2683,744,-9.6492,-77.2700,2.7574
-10.0292,-76.7583,14366,-10.0033,-76.7892,744,-10.0292,-76.7917,3.6548
-9.6183,-77.0317,15623,-9.6125,-77.0200,742,-9.6067,-77.0042,3.2834
-8.8967,-77.7383,17060,-8.8950,-77.7283,742,-8.8966,-77.7389,0.1000
-8.8383,-78.1717,9606,-8.8433,-78.1617,742,-8.8350,-78.1550,1.8708
-8.4725,-76.7092,12001,-8.4967,-76.7167,742,-8.5025,-76.7258,3.7915
-8.3967,-77.0717,13658,-8.4117,-77.0700,742,-8.4067,-77.0892,2.2220
-8.1592,-77.2708,13156,-8.1558,-77.2783,742,-8.1675,-77.2792,1.3004
-14.6217,-73.2033,15187,-14.6317,-73.1800,742,-14.6617,-73.1908,4.6260
-13.0033,-74.9725,16230,-13.0058,-74.9908,742,-13.0042,-75.0092,3.9785
-12.8483,-74.2408,14140,-12.8483,-74.2333,742,-12.8400,-74.2267,1.7929
-12.1725,-74.8700,15108,-12.1633,-74.8733,742,-12.1650,-74.8825,1.5934
-12.0725,-76.6742,6663,-12.0858,-76.6692,742,-12.0708,-76.6442,3.2720
-11.9383,-75.8633,16394,-11.9333,-75.8767,742,-11.9075,-75.8967,4.9816
-11.7383,-75.1758,15551,-11.7167,-75.1825,742,-11.7258,-75.2083,3.8029
-11.1292,-77.3575,2805,-11.1525,-77.3492,742,-11.1500,-77.3408,2.9367
-10.0042,-75.6242,7946,-9.9983,-75.6325,742,-9.9967,-75.6367,1.6019
-9.3917,-78.1467,2975,-9.3933,-78.1358,741,-9.3758,-78.1233,3.1039
-8.5725,-76.8642,12709,-8.5658,-76.8692,741,-8.5717,-76.8767,1.3783
-14.4808,-73.5550,16085,-14.4833,-73.5667,741,-14.4850,-73.5725,1.9427
-13.8817,-75.3183,11781,-13.8800,-75.3092,741,-13.8733,-75.2958,2.6015
-13.6875,-72.6267,14822,-13.6958,-72.6283,741,-13.7267,-72.6425,4.6596
-13.3625,-75.8450,3933,-13.3567,-75.8433,741,-13.3492,-75.8517,1.6424
-12.6942,-75.1808,15662,-12.6875,-75.1375,741,-12.7358,-75.1808,4.6095
-11.6817,-75.3217,15570,-11.6775,-75.3117,741,-11.6717,-75.3058,2.0496
-10.5042,-77.2142,12414,-10.4875,-77.2225,741,-10.4775,-77.2250,3.1793
-10.3217,-77.6992,6856,-10.3167,-77.6992,741,-10.2958,-77.6975,2.8631
-10.7050,-77.5367,4288,-10.7025,-77.5308,739,-10.7025,-77.5158,2.2964
-9.7700,-75.5650,6164,-9.7758,-75.5742,738,-9.7783,-75.5817,2.0469
-9.6567,-77.3133,16814,-9.6592,-77.3067,738,-9.6708,-77.3083,1.6599
-9.4575,-77.1075,15639,-9.4592,-77.0992,738,-9.4683,-77.0975,1.6252
-9.2092,-76.0075,3461,-9.2083,-76.0125,738,-9.2175,-76.0175,1.4342
-8.0017,-77.8283,14245,-8.0250,-77.8408,738,-8.0408,-77.8442,4.6702
-15.7633,-72.3775,14806,-15.7517,-72.3692,738,-15.7433,-72.3717,2.2997
-14.8767,-73.7408,15711,-14.8400,-73.7575,738,-14.8258,-73.7525,5.7630
-14.6908,-73.6100,15367,-14.6858,-73.6483,738,-14.7217,-73.6683,7.1491
-13.8833,-72.5208,13707,-13.8800,-72.5258,738,-13.8667,-72.5408,2.8407
-13.5933,-74.1892,12296,-13.5908,-74.2100,738,-13.5792,-74.2508,6.8550
-13.3525,-72.3958,16568,-13.3625,-72.3858,738,-13.3325,-72.3833,2.5945
-13.2392,-74.7992,16469,-13.2625,-74.7967,738,-13.2708,-74.8025,3.5219
-12.9142,-75.2950,16856,-12.9150,-75.3183,738,-12.9275,-75.3300,4.0743
-12.6042,-74.2675,14484,-12.5875,-74.2367,738,-12.6417,-74.2475,4.6833
-12.5325,-76.3675,7844,-12.5258,-76.3592,738,-12.5008,-76.3433,4.3785
-12.4667,-74.8817,14360,-12.4592,-74.9100,738,-12.4608,-74.9317,5.4735
-12.0083,-76.3083,15859,-12.0017,-76.2808,738,-11.9658,-76.2692,6.3483
-11.9050,-76.5600,6912,-11.8975,-76.5425,738,-11.8892,-76.5633,1.7887
-11.0408,-75.3925,7293,-11.0258,-75.3858,738,-11.0158,-75.3925,2.7654
-10.1942,-76.9117,16837,-10.1975,-76.9100,738,-10.2083,-76.9117,1.5670
-10.1467,-77.6583,11643,-10.1467,-77.6525,738,-10.1442,-77.6475,1.2197
-9.5800,-76.3008,13500,-9.5833,-76.3075,735,-9.6175,-76.3150,4.4296
-9.3958,-78.0142,10872,-9.3908,-78.0108,735,-9.3875,-78.0058,1.2989
-8.8817,-76.8900,14711,-8.8833,-76.9217,735,-8.8925,-76.9467,6.3466
-15.4917,-72.5075,16637,-15.5058,-72.5225,735,-15.5242,-72.4758,4.9477
-14.8175,-72.5700,17152,-14.8033,-72.5908,735,-14.8142,-72.5975,2.9836
-14.5583,-73.8742,15436,-14.5458,-73.8733,735,-14.5192,-73.8733,4.3344
-14.4825,-74.8333,10219,-14.4683,-74.8267,735,-14.4558,-74.8083,3.9961
-14.0475,-73.8725,11830,-14.0608,-73.8692,735,-14.0608,-73.8525,2.6157
-13.0383,-75.2450,15974,-13.0325,-75.2442,735,-13.0233,-75.2183,3.3352
-12.3242,-75.7433,16240,-12.3192,-75.7400,735,-12.3183,-75.7342,1.1876
-11.9175,-75.9767,17414,-11.9133,-75.9792,735,-11.8967,-75.9792,2.3205
-11.8858,-75.0933,16633,-11.8817,-75.0825,735,-11.8792,-75.0750,2.1298
-11.4208,-75.3908,12139,-11.4217,-75.3900,735,-11.4206,-75.3910,0.1000
-10.9892,-75.4733,10190,-10.9900,-75.4867,735,-10.9958,-75.4917,2.1349
-10.4750,-77.6717,3769,-10.4667,-77.6642,735,-10.4533,-77.6875,2.9577
-10.2867,-75.9092,12965,-10.2883,-75.9200,735,-10.3050,-75.9342,3.4074
-10.0300,-76.9833,16981,-10.0242,-76.9900,735,-10.0183,-77.0008,2.3126
-9.9208,-77.8083,6879,-9.9192,-77.7917,734,-9.9183,-77.7850,2.5736
-12.6675,-74.6783,14566,-12.6292,-74.7175,734,-12.6292,-74.7358,7.5496
-9.1983,-77.8608,15666,-9.2092,-77.8475,732,-9.2183,-77.8400,3.1834
-8.9000,-78.0142,16020,-8.8925,-77.9917,732,-8.8817,-77.9942,2.9922
-8.2133,-76.8283,10298,-8.2175,-76.8392,732,-8.2325,-76.8492,3.1250
-15.4275,-73.4317,15026,-15.4183,-73.4325,732,-15.3908,-73.4317,4.0574
-14.6642,-72.4058,17349,-14.6542,-72.4158,732,-14.6475,-72.4233,2.6371
-13.2042,-73.4725,10423,-13.2067,-73.4875,732,-13.2242,-73.4858,2.6428
-12.4367,-75.1792,13996,-12.4350,-75.1900,732,-12.4208,-75.1958,2.5201
-12.4333,-75.5458,15774,-12.4425,-75.5450,732,-12.4392,-75.5333,1.5038
-12.1025,-75.9400,16023,-12.1100,-75.9442,732,-12.1242,-75.9625,3.4268
-12.0417,-76.8125,4386,-12.0358,-76.8025,732,-12.0300,-76.7917,2.6099
-11.9975,-76.1875,16358,-11.9758,-76.1592,732,-11.9717,-76.1367,6.2306
-11.7967,-76.1542,15958,-11.7925,-76.1517,732,-11.7966,-76.1542,0.1000
-11.7700,-75.4517,12165,-11.7950,-75.4358,732,-11.7733,-75.4283,2.5689
-11.6242,-75.2125,16112,-11.6425,-75.2158,732,-11.6667,-75.2225,4.8262
-11.5992,-76.2708,17070,-11.5950,-76.2783,732,-11.6017,-76.2983,3.0110
-10.9133,-76.5767,16712,-10.9067,-76.5758,732,-10.9275,-76.5992,2.9163
-10.2742,-76.8617,16043,-10.2758,-76.8575,732,-10.2892,-76.8617,1.6591
-10.1650,-77.8100,5561,-10.1692,-77.8017,732,-10.1817,-77.7883,3.0064
-15.3342,-72.5558,16715,-15.3217,-72.5558,731,-15.2800,-72.5450,6.1055
-15.0292,-74.6817,6833,-15.0108,-74.6625,731,-15.0000,-74.6800,3.2322
-14.6442,-72.7408,16866,-14.6658,-72.7275,731,-14.6767,-72.7275,3.8724
-11.1175,-75.6342,14074,-11.1208,-75.6425,731,-11.1142,-75.6450,1.2395
-10.7933,-76.0458,15334,-10.7892,-76.0308,731,-10.8275,-76.0092,5.5099
-10.3958,-75.7775,12788,-10.3933,-75.7700,731,-10.4033,-75.7708,1.1050
-9.9567,-77.0233,16929,-9.9617,-77.0242,729,-9.9758,-77.0233,2.1198
-8.6858,-76.9750,12526,-8.7067,-77.0025,729,-8.7083,-77.0075,4.3575
-8.4625,-76.4775,2956,-8.4775,-76.4892,729,-8.4725,-76.5017,2.8816
-15.4450,-73.7350,13297,-15.4417,-73.7108,729,-15.4367,-73.6900,4.9167
-14.7850,-71.9600,16332,-14.8258,-71.9458,729,-14.9508,-71.9167,18.9322
-14.4375,-75.2442,3963,-14.4292,-75.2458,729,-14.4100,-75.2408,3.0637
-13.5825,-75.6708,7477,-13.5692,-75.6533,729,-13.5558,-75.6442,4.1271
-11.6433,-76.2925,17244,-11.6275,-76.3058,729,-11.6200,-76.3083,3.1053
-11.6317,-76.3983,16604,-11.6208,-76.3900,729,-11.6200,-76.3833,2.0834
-10.6225,-75.6883,13202,-10.6050,-75.6958,729,-10.6167,-75.7075,2.1942
-9.9400,-76.7083,13795,-9.8408,-76.7458,728,-9.9575,-76.7642,6.4208
-9.6500,-77.1533,15203,-9.6483,-77.1483,728,-9.6550,-77.1283,2.7996
-9.4617,-77.3075,17388,-9.4583,-77.3058,728,-9.4508,-77.3033,1.3690
-13.3725,-74.7475,16410,-13.3850,-74.7267,728,-13.4242,-74.7083,7.1180
-13.0367,-73.8692,13579,-13.0283,-73.8658,728,-13.0342,-73.8508,2.0076
-12.5350,-74.7475,14530,-12.5283,-74.7558,728,-12.5375,-74.7650,1.9218
-11.7650,-76.0092,16325,-11.7642,-76.0142,728,-11.7525,-76.0350,3.1375
-11.6325,-76.2467,16712,-11.6233,-76.2492,728,-11.6142,-76.2617,2.6054
-11.6025,-76.3283,16978,-11.6050,-76.3200,728,-11.6050,-76.3108,1.9283
-11.4475,-75.4300,14527,-11.4550,-75.4333,728,-11.4608,-75.4350,1.5726
-11.0633,-77.2617,5554,-11.0533,-77.2500,728,-11.0683,-77.2317,3.3240
-10.9000,-75.6200,13300,-10.8925,-75.6258,728,-10.9033,-75.6308,1.2404
-10.3767,-75.8808,13336,-10.3850,-75.8817,728,-10.3875,-75.8717,1.5631
-10.3450,-75.6375,11758,-10.3842,-75.6708,728,-10.4142,-75.6933,9.7942
-14.7225,-74.8308,7185,-14.7158,-74.8217,726,-14.7075,-74.8075,3.0112
-14.1375,-72.9808,15935,-14.1192,-72.9808,726,-14.1208,-72.9850,1.8979
-10.4117,-77.6350,5958,-10.4008,-77.6192,726,-10.4183,-77.6058,3.2782
-9.9183,-77.5850,15577,-9.8708,-77.5642,725,-9.8608,-77.6342,8.3380
-9.7208,-76.2008,12969,-9.7125,-76.2017,725,-9.6950,-76.2092,3.0001
-8.0475,-77.2867,13480,-8.0542,-77.2875,725,-8.0575,-77.2917,1.2357
-14.5633,-74.9125,6742,-14.5450,-74.8958,725,-14.5450,-74.9233,2.3403
-13.6042,-72.3683,14245,-13.5825,-72.3617,725,-13.5217,-72.3317,9.9530
-13.2575,-72.5692,13953,-13.2575,-72.5775,725,-13.2617,-72.5800,1.2612
-13.1958,-74.7542,15793,-13.2092,-74.7708,725,-13.1625,-74.7650,3.8701
-13.1250,-73.7158,13789,-13.0892,-73.7600,725,-13.1500,-73.6725,5.4517
-12.7525,-74.1075,13736,-12.7608,-74.1175,725,-12.7425,-74.1467,4.3952
-12.6692,-74.2075,14826,-12.6833,-74.1942,725,-12.6950,-74.2008,2.9479
-10.3933,-76.0033,14058,-10.3975,-76.0083,725,-10.3927,-76.0038,0.1000
-10.3125,-75.5250,7880,-10.3108,-75.5142,725,-10.3292,-75.5158,2.0995
-10.2367,-77.5925,5570,-10.2300,-77.5967,725,-10.2217,-77.5758,2.4671
-9.8850,-75.7517,13123,-9.8875,-75.7633,722,-9.9175,-75.7850,5.1279
-9.4733,-75.9983,6312,-9.4683,-76.0175,722,-9.4658,-76.0292,3.4851
-8.9742,-77.7242,17060,-8.9717,-77.7200,722,-8.9900,-77.7133,2.1179
-8.5908,-77.7108,14393,-8.6308,-77.7083,722,-8.5550,-77.7158,4.0012
-8.4150,-77.8425,16558,-8.4117,-77.8400,722,-8.4153,-77.8417,0.1000
-15.5800,-72.7975,15918,-15.5758,-72.7667,722,-15.5500,-72.7350,7.4811
-15.2033,-72.7500,16827,-15.2158,-72.7350,722,-15.2408,-72.7817,5.3661
-14.7325,-72.3292,16702,-14.7183,-72.3400,722,-14.7792,-72.3408,5.3141
-14.6067,-72.4542,17700,-14.6192,-72.4650,722,-14.6250,-72.4650,2.3400
-14.1083,-75.1308,10167,-14.0975,-75.1333,722,-14.0800,-75.1167,3.4882
-13.7858,-73.6867,13261,-13.7975,-73.6858,722,-13.8033,-73.7008,2.4688
-13.3750,-74.1742,14183,-13.4308,-74.0467,722,-13.5108,-74.3250,22.1953
-13.3400,-75.1200,15718,-13.3133,-75.1258,722,-13.2800,-75.1308,6.7409
-13.2900,-73.0675,16417,-13.2967,-73.0692,722,-13.2942,-73.0817,1.6027
-13.1583,-73.6700,14455,-13.1675,-73.6683,722,-13.1750,-73.6617,2.0532
-12.0658,-76.4442,11755,-12.0550,-76.4458,722,-12.0383,-76.4450,3.0435
-11.5342,-75.4717,15521,-11.5083,-75.4725,722,-11.5458,-75.4558,2.1560
-11.2892,-77.2725,3159,-11.2958,-77.2642,722,-11.3117,-77.2375,4.5600
-11.1942,-76.9217,11440,-11.1767,-76.9058,722,-11.1708,-76.9175,2.6208
