latitude,longitude,elevation in feet,key saddle latitude,key saddle longitude,prominence in feet,isolation latitude,isolation longitude,isolation in km
-9.0608,-76.7467,12709,-9.0567,-76.7467,183,-9.0608,-76.7471,0.1000
-9.0600,-78.1742,4251,-9.0583,-78.1783,183,-9.0604,-78.1748,0.1000
-9.0442,-76.2425,3595,-9.0417,-76.2392,183,-9.0550,-76.2467,1.2828
-8.9967,-76.2525,3805,-8.9992,-76.2525,183,-8.9962,-76.2525,0.1000
-8.8017,-76.4658,6400,-8.8008,-76.4683,183,-8.8021,-76.4658,0.1000
-8.7225,-78.3058,6528,-8.7208,-78.3017,183,-8.7227,-78.3059,0.1000
-8.7042,-77.7717,16715,-8.7033,-77.7700,183,-8.7038,-77.7711,0.1000
-8.5967,-78.1225,10711,-8.5958,-78.1192,183,-8.5966,-78.1232,0.1000
-8.5883,-77.0858,13841,-8.5925,-77.0842,183,-8.5992,-77.0850,1.2018
-8.5808,-77.0708,13585,-8.5817,-77.0725,183,-8.5807,-77.0708,0.1000
-8.4083,-77.6950,13959,-8.4067,-77.6958,183,-8.4085,-77.6954,0.1000
-8.3192,-76.7275,5370,-8.3192,-76.7342,183,-8.3191,-76.7281,0.1000
-8.1450,-77.8000,14881,-8.1475,-77.8017,183,-8.1542,-77.8042,1.1128
-7.9508,-77.7083,13690,-7.9492,-77.7125,183,-7.9501,-77.7088,0.1000
-16.0217,-72.0842,12089,-16.0200,-72.0933,183,-16.0192,-72.0967,1.3653
-16.0042,-72.0217,11328,-16.0017,-72.0217,183,-16.0034,-72.0216,0.1000
-15.6158,-73.8275,9320,-15.6133,-73.8308,183,-15.6164,-73.8277,0.1000
-15.5892,-72.9858,11354,-15.5917,-72.9842,183,-15.5898,-72.9863,0.1000
-15.4742,-74.0417,10711,-15.4700,-74.0425,183,-15.4740,-74.0419,0.1000
-15.3650,-72.9225,17381,-15.3692,-72.9200,183,-15.3742,-72.9167,1.1924
-15.3442,-71.5992,15757,-15.3542,-71.5958,183,-15.3383,-71.5842,1.7351
-15.2517,-74.1800,6797,-15.2533,-74.1775,183,-15.2625,-74.1758,1.2795
-15.1000,-74.1692,10242,-15.0967,-74.1667,183,-15.0942,-74.1783,1.1780
-15.0892,-73.8667,9812,-15.0850,-73.8708,183,-15.0875,-73.8758,1.0025
-14.9525,-73.8217,11410,-14.9475,-73.8208,183,-14.9425,-73.8242,1.1388
-14.9483,-72.6433,16433,-14.9550,-72.6450,183,-14.9617,-72.6458,1.4998
-14.8858,-73.1500,15780,-14.8917,-73.1458,183,-14.8942,-73.1392,1.4862
-14.8525,-71.6550,13841,-14.8475,-71.6508,183,-14.8530,-71.6547,0.1000
-14.7833,-73.0242,15524,-14.7892,-73.0258,183,-14.7908,-73.0317,1.1578
-14.5858,-73.1933,14940,-14.5842,-73.1908,183,-14.5858,-73.1933,0.1000
-14.5167,-73.4925,15396,-14.5100,-73.4925,183,-14.5075,-73.4933,1.0183
-14.5108,-71.8075,14438,-14.5075,-71.8125,183,-14.5107,-71.8071,0.1000
-14.4017,-73.5558,15314,-14.4050,-73.5567,183,-14.4100,-73.5608,1.0684
-14.3917,-73.6100,15160,-14.3983,-73.6117,183,-14.4000,-73.6150,1.0681
-14.3083,-74.5583,14333,-14.2933,-74.5558,183,-14.2875,-74.5425,2.8685
-14.2892,-71.8100,14169,-14.2933,-71.8117,183,-14.2884,-71.8095,0.1000
-14.2692,-72.8725,15593,-14.2650,-72.8725,183,-14.2686,-72.8723,0.1000
-14.2233,-72.8558,14904,-14.2250,-72.8550,183,-14.2241,-72.8552,0.1000
-14.2217,-75.3750,6669,-14.2200,-75.3683,183,-14.2217,-75.3642,1.1699
-14.2200,-74.0983,13713,-14.2267,-74.0983,183,-14.2207,-74.0991,0.1000
-14.1058,-74.8683,14146,-14.1017,-74.8583,183,-14.1100,-74.8508,1.9457
-14.0775,-73.8750,12240,-14.0825,-73.8717,183,-14.0925,-73.8650,1.9799
-13.9108,-74.7933,14717,-13.9117,-74.7867,183,-13.9225,-74.7883,1.3995
-13.8417,-71.6075,14740,-13.8408,-71.6142,183,-13.8392,-71.6183,1.2033
-13.8133,-71.7333,14812,-13.8125,-71.7308,183,-13.8075,-71.7242,1.1827
-13.7325,-71.7850,13526,-13.7308,-71.7825,183,-13.7318,-71.7857,0.1000
-13.7067,-75.5167,9530,-13.6967,-75.5167,183,-13.6917,-75.5117,1.7454
-13.6625,-72.7500,14940,-13.6617,-72.7475,183,-13.6620,-72.7502,0.1000
-13.3942,-72.7083,15839,-13.3925,-72.7092,183,-13.3942,-72.7082,0.1000
-13.2900,-75.8950,6843,-13.2883,-75.8900,183,-13.2858,-75.8867,1.0138
-13.2833,-75.8158,8339,-13.2867,-75.8167,183,-13.2833,-75.8154,0.1000
-13.2775,-73.4633,15488,-13.2783,-73.4658,183,-13.2771,-73.4632,0.1000
-13.1717,-75.1842,16423,-13.1683,-75.1842,183,-13.1715,-75.1845,0.1000
-12.9208,-75.1250,16154,-12.9233,-75.1258,183,-12.9208,-75.1249,0.1000
-12.8658,-75.5633,15022,-12.8592,-75.5658,183,-12.8592,-75.5708,1.0984
-12.7433,-74.1558,13910,-12.7442,-74.1592,183,-12.7525,-74.1717,1.9966
-12.7092,-76.2650,7335,-12.7117,-76.2617,183,-12.7095,-76.2642,0.1000
-12.5600,-74.4725,14402,-12.5583,-74.4750,183,-12.5600,-74.4719,0.1000
-12.5525,-74.6367,13083,-12.5500,-74.6367,183,-12.5528,-74.6374,0.1000
-12.4958,-75.8225,15967,-12.4950,-75.8217,183,-12.4951,-75.8226,0.1000
-12.4500,-74.3525,12486,-12.4517,-74.3533,183,-12.4493,-74.3528,0.1000
-12.4392,-76.0683,15383,-12.4400,-76.0625,183,-12.4392,-76.0525,1.7221
-12.4258,-74.3692,13116,-12.4283,-74.3717,183,-12.4256,-74.3699,0.1000
-12.2625,-74.5758,14671,-12.2650,-74.5725,183,-12.2725,-74.5792,1.1642
-12.2625,-74.5592,14881,-12.2642,-74.5608,183,-12.2620,-74.5585,0.1000
-12.2175,-75.0308,13910,-12.2158,-75.0367,183,-12.2258,-75.0258,1.0704
-12.0892,-76.8308,2660,-12.0867,-76.8300,183,-12.0889,-76.8308,0.1000
-12.0758,-76.1008,15770,-12.0767,-76.0992,183,-12.0756,-76.1014,0.1000
-11.9950,-76.2625,15616,-11.9892,-76.2583,183,-11.9833,-76.2558,1.4803
-11.9642,-76.2558,16236,-11.9625,-76.2500,183,-11.9592,-76.2450,1.3031
-11.9358,-76.0408,17427,-11.9367,-76.0433,183,-11.9362,-76.0407,0.1000
-11.9158,-76.9175,4681,-11.9125,-76.9167,183,-11.9165,-76.9167,0.1000
-11.6675,-75.2883,15662,-11.6725,-75.2875,183,-11.6681,-75.2887,0.1000
-11.6292,-75.7692,14730,-11.6250,-75.7675,183,-11.6283,-75.7583,1.1849
-11.5275,-74.9633,15698,-11.5258,-74.9658,183,-11.5282,-74.9636,0.1000
-11.4983,-76.6525,8083,-11.4967,-76.6550,183,-11.4984,-76.6518,0.1000
-11.4383,-76.6392,13923,-11.4358,-76.6408,183,-11.4390,-76.6390,0.1000
-11.4083,-75.4458,14845,-11.4117,-75.4508,183,-11.4092,-75.4367,1.0046
-11.3933,-76.6308,16003,-11.3892,-76.6292,183,-11.3926,-76.6308,0.1000
-11.3358,-76.3192,16167,-11.3375,-76.3175,183,-11.3366,-76.3198,0.1000
-11.2342,-75.1108,12952,-11.2367,-75.1108,183,-11.2349,-75.1105,0.1000
-11.2208,-76.0917,14963,-11.2142,-76.0942,183,-11.2108,-76.1033,1.6872
-11.1850,-77.0925,5862,-11.1858,-77.0900,183,-11.1844,-77.0927,0.1000
-11.1233,-76.7575,14858,-11.1192,-76.7525,183,-11.1233,-76.7483,1.0013
-11.0242,-76.7708,15921,-11.0258,-76.7692,183,-11.0238,-76.7701,0.1000
-10.9558,-76.3692,15009,-10.9583,-76.3708,183,-10.9553,-76.3693,0.1000
-10.9192,-76.6758,15688,-10.9250,-76.6775,183,-10.9196,-76.6765,0.1000
-10.9125,-75.8000,14520,-10.9075,-75.7983,183,-10.9123,-75.8008,0.1000
-10.8450,-77.4375,4858,-10.8400,-77.4342,183,-10.8458,-77.4379,0.1000
-10.7850,-76.0258,15183,-10.7808,-76.0292,183,-10.7842,-76.0262,0.1000
-10.7250,-76.2617,14507,-10.7250,-76.2517,183,-10.7242,-76.2483,1.4606
-10.7008,-75.7992,13526,-10.6975,-75.8000,183,-10.7011,-75.7985,0.1000
-10.6908,-76.6608,16679,-10.6867,-76.6617,183,-10.6903,-76.6614,0.1000
-10.6725,-76.2933,14461,-10.6633,-76.2892,183,-10.6850,-76.3058,1.9447
-10.5550,-75.9025,15419,-10.5525,-75.9058,183,-10.5558,-75.9031,0.1000
-10.4408,-76.5033,13549,-10.4408,-76.5042,183,-10.4413,-76.5025,0.1000
-10.4342,-75.7633,13280,-10.4333,-75.7650,183,-10.4345,-75.7630,0.1000
-10.3958,-77.2792,16049,-10.3942,-77.2800,183,-10.3960,-77.2799,0.1000
-10.3217,-77.7533,4389,-10.3233,-77.7542,183,-10.3283,-77.7567,1.0777
-10.2908,-75.7717,10875,-10.2942,-75.7783,183,-10.2983,-75.7842,1.6008
-10.2450,-76.5342,14389,-10.2425,-76.5442,183,-10.2508,-76.5475,1.5975
-10.1950,-76.5300,14448,-10.2008,-76.5325,183,-10.1952,-76.5293,0.1000
-10.1508,-76.5942,13595,-10.1575,-76.5917,183,-10.1515,-76.5950,0.1000
-10.1350,-76.9400,15488,-10.1325,-76.9383,183,-10.1356,-76.9400,0.1000
-10.1092,-75.5992,7358,-10.1075,-75.6000,183,-10.1085,-75.5999,0.1000
-10.0317,-77.1617,15780,-10.0342,-77.1608,183,-10.0315,-77.1611,0.1000
-9.9983,-76.5667,13881,-9.9983,-76.5725,181,-9.9975,-76.5800,1.4647
-9.9975,-76.2217,8553,-9.9958,-76.2158,181,-9.9950,-76.2125,1.0423
-9.9475,-77.0300,16404,-9.9475,-77.0333,181,-9.9480,-77.0300,0.1000
-9.9142,-76.9000,14219,-9.9108,-76.9000,181,-9.9141,-76.9006,0.1000
-9.8958,-77.0008,15318,-9.8950,-77.0042,181,-9.8954,-77.0012,0.1000
-9.8533,-76.9817,14557,-9.8517,-76.9900,181,-9.8475,-76.9925,1.3521
-9.7850,-77.1700,15892,-9.7875,-77.1717,181,-9.7855,-77.1707,0.1000
-9.7775,-77.1075,15715,-9.7808,-77.1092,181,-9.7767,-77.1069,0.1000
-9.7700,-76.5083,14603,-9.7667,-76.5092,181,-9.7706,-76.5080,0.1000
-9.7175,-77.2950,16053,-9.7183,-77.2925,181,-9.7176,-77.2953,0.1000
-9.7000,-76.0358,9488,-9.7017,-76.0383,181,-9.7002,-76.0357,0.1000
-9.6958,-77.1500,15246,-9.7008,-77.1542,181,-9.7075,-77.1583,1.5816
-9.6725,-76.3000,13635,-9.6742,-76.2992,181,-9.6731,-76.3004,0.1000
-9.6708,-77.0892,15121,-9.6658,-77.0833,181,-9.6750,-77.0800,1.1058
-9.6533,-76.5000,14570,-9.6558,-76.5017,181,-9.6540,-76.5003,0.1000
-9.6458,-76.6417,14268,-9.6417,-76.6417,181,-9.6456,-76.6413,0.1000
-9.6025,-77.7092,14885,-9.6033,-77.7050,181,-9.6050,-77.6975,1.3101
-9.6000,-77.2242,14747,-9.6000,-77.2192,181,-9.6017,-77.2125,1.2938
-9.5892,-77.8142,10479,-9.5950,-77.8117,181,-9.5886,-77.8139,0.1000
-9.5808,-77.2683,15459,-9.5825,-77.2692,181,-9.5802,-77.2679,0.1000
-9.5583,-76.6542,14806,-9.5567,-76.6525,181,-9.5533,-76.6433,1.3115
-9.5025,-76.6200,15059,-9.5000,-76.6183,181,-9.4925,-76.6050,1.9838
-9.5008,-77.9975,3425,-9.4958,-77.9992,181,-9.5007,-77.9971,0.1000
-9.4983,-76.9833,14265,-9.4958,-76.9808,181,-9.4982,-76.9827,0.1000
-9.4958,-75.8267,7677,-9.5008,-75.8258,181,-9.5067,-75.8267,1.1981
-9.4942,-77.6150,15072,-9.4958,-77.6242,181,-9.5117,-77.6300,2.5414
-9.4725,-77.9892,5810,-9.4675,-77.9950,181,-9.4650,-77.9950,1.0480
-9.4533,-76.0017,4790,-9.4558,-76.0033,181,-9.4531,-76.0019,0.1000
-9.4525,-75.8867,6371,-9.4517,-75.8908,181,-9.4528,-75.8868,0.1000
-9.4000,-77.4942,13261,-9.4000,-77.4908,181,-9.3996,-77.4934,0.1000
-9.4000,-76.9625,14393,-9.4042,-76.9583,181,-9.4002,-76.9623,0.1000
-9.3975,-77.7542,15830,-9.3950,-77.7608,181,-9.3958,-77.7633,1.0243
-9.3883,-77.5433,11663,-9.3783,-77.5375,181,-9.3767,-77.5317,1.8185
-9.3567,-76.5992,12582,-9.3592,-76.5967,181,-9.3567,-76.5997,0.1000
-9.3567,-76.0408,4265,-9.3608,-76.0383,181,-9.3567,-76.0410,0.1000
-9.3417,-77.8800,15492,-9.3383,-77.8792,181,-9.3325,-77.8808,1.0179
-9.2425,-76.1133,3474,-9.2442,-76.1133,181,-9.2421,-76.1137,0.1000
-8.9633,-77.5717,15400,-8.9675,-77.5783,181,-8.9742,-77.5875,2.1141
-8.9292,-76.9400,14311,-8.9275,-76.9425,181,-8.9297,-76.9408,0.1000
-8.8158,-77.7108,16906,-8.8142,-77.7083,181,-8.8159,-77.7106,0.1000
-8.7958,-76.5442,11827,-8.7983,-76.5450,181,-8.7952,-76.5445,0.1000
-8.7850,-77.3517,14255,-8.7850,-77.3500,181,-8.7851,-77.3520,0.1000
-8.7417,-77.7692,15269,-8.7408,-77.7683,181,-8.7417,-77.7696,0.1000
-8.7008,-77.8142,16663,-8.7008,-77.8150,181,-8.7009,-77.8150,0.1000
-8.6825,-76.9692,12257,-8.6850,-76.9725,181,-8.6823,-76.9686,0.1000
-8.6192,-76.5150,6450,-8.6175,-76.5133,181,-8.6191,-76.5152,0.1000
-8.5967,-76.7242,9160,-8.5933,-76.7250,181,-8.5962,-76.7236,0.1000
-8.5450,-76.3650,2293,-8.5483,-76.3658,181,-8.5442,-76.3644,0.1000
-8.4350,-76.5575,4593,-8.4350,-76.5608,181,-8.4349,-76.5570,0.1000
-8.3842,-76.6142,5236,-8.3867,-76.6125,181,-8.3845,-76.6137,0.1000
-8.3692,-76.9658,12270,-8.3733,-76.9708,181,-8.3775,-76.9742,1.3006
-8.2400,-77.1508,13225,-8.2367,-77.1508,181,-8.2308,-77.1525,1.0303
-8.1600,-77.7742,15692,-8.1625,-77.7725,181,-8.1595,-77.7743,0.1000
-8.1267,-77.7450,14616,-8.1275,-77.7475,181,-8.1263,-77.7458,0.1000
-8.0733,-77.4783,14124,-8.0758,-77.4783,181,-8.0740,-77.4787,0.1000
-8.0600,-77.0242,11929,-8.0608,-77.0275,181,-8.0593,-77.0241,0.1000
-8.0542,-77.7392,13953,-8.0558,-77.7417,181,-8.0583,-77.7300,1.1098
-15.8850,-72.8900,8133,-15.8808,-72.8867,181,-15.8847,-72.8903,0.1000
-15.6883,-73.7750,9511,-15.6892,-73.7733,181,-15.6890,-73.7746,0.1000
-15.6242,-73.9467,9990,-15.6200,-73.9417,181,-15.6175,-73.9392,1.0913
-15.5242,-73.4842,11263,-15.5167,-73.4833,181,-15.5150,-73.4633,2.4544
-15.5192,-73.7133,8976,-15.5150,-73.7100,181,-15.5192,-73.7138,0.1000
-15.5183,-72.1925,16768,-15.5142,-72.1892,181,-15.5176,-72.1926,0.1000
-15.5125,-73.7258,8625,-15.5092,-73.7233,181,-15.5128,-73.7265,0.1000
-15.4533,-71.9408,16788,-15.4533,-71.9342,181,-15.4531,-71.9411,0.1000
-15.4333,-74.0808,9826,-15.4367,-74.0775,181,-15.4417,-74.0900,1.3483
-15.4217,-74.0583,10305,-15.4242,-74.0550,181,-15.4219,-74.0588,0.1000
-15.4192,-73.6125,12654,-15.4192,-73.6308,181,-15.4200,-73.6358,2.5061
-15.2108,-74.4617,6755,-15.2067,-74.4642,181,-15.2000,-74.4617,1.1986
-15.1867,-73.5692,12539,-15.1825,-73.5733,181,-15.1850,-73.5917,2.4246
-15.0492,-73.0367,15951,-15.0525,-73.0308,181,-15.0508,-73.0217,1.6233
-15.0492,-72.7450,15869,-15.0375,-72.7425,181,-15.0367,-72.7508,1.5183
-14.8867,-74.3700,12103,-14.8808,-74.3667,181,-14.8872,-74.3693,0.1000
-14.8033,-74.8208,5341,-14.8017,-74.8192,181,-14.8025,-74.8210,0.1000
-14.8025,-71.8458,15643,-14.8033,-71.8483,181,-14.8050,-71.8600,1.5505
-14.7817,-72.2450,16601,-14.7800,-72.2417,181,-14.7823,-72.2444,0.1000
-14.7550,-72.8767,16102,-14.7500,-72.8708,181,-14.7467,-72.8725,1.0253
-14.7367,-72.1600,15374,-14.7383,-72.1633,181,-14.7450,-72.1683,1.2861
-14.6692,-72.6392,16929,-14.6683,-72.6417,181,-14.6689,-72.6398,0.1000
-14.5925,-74.0592,14163,-14.5900,-74.0567,181,-14.5923,-74.0587,0.1000
-14.4508,-74.9217,9124,-14.4508,-74.9175,181,-14.4516,-74.9222,0.1000
-14.3892,-74.5458,13894,-14.3833,-74.5317,181,-14.3733,-74.5308,2.3846
-14.3675,-72.8042,14898,-14.3617,-72.7992,181,-14.3650,-72.7867,1.9076
-14.3567,-72.6608,15938,-14.3542,-72.6550,181,-14.3525,-72.6425,2.0304
-14.2992,-72.6250,15705,-14.3017,-72.6233,181,-14.2990,-72.6253,0.1000
-14.2908,-72.5733,14629,-14.2925,-72.5733,181,-14.2911,-72.5741,0.1000
-14.2750,-72.4817,15902,-14.2792,-72.4800,181,-14.2842,-72.4767,1.1488
-14.0933,-73.5483,13123,-14.0942,-73.5525,181,-14.0942,-73.5583,1.0845
-14.0650,-73.3708,15118,-14.0683,-73.3733,181,-14.0644,-73.3712,0.1000
-14.0617,-75.3008,9931,-14.0600,-75.2975,181,-14.0613,-75.3006,0.1000
-13.9825,-72.8217,15682,-13.9842,-72.8217,181,-13.9827,-72.8218,0.1000
-13.9792,-74.7533,14268,-13.9733,-74.7592,181,-13.9842,-74.7650,1.3765
-13.8983,-74.7775,14944,-13.8933,-74.7833,181,-13.8933,-74.7875,1.2141
-13.8933,-72.6025,15495,-13.8917,-72.6042,181,-13.8941,-72.6024,0.1000
-13.8342,-73.4758,14078,-13.8400,-73.4742,181,-13.8349,-73.4758,0.1000
-13.8308,-72.8858,14396,-13.8300,-72.8800,181,-13.8303,-72.8855,0.1000
-13.7983,-72.2142,14383,-13.8167,-72.2167,181,-13.8083,-72.2025,1.6778
-13.7975,-75.1117,13215,-13.7958,-75.1083,181,-13.7975,-75.1017,1.0812
-13.7242,-72.5625,14862,-13.7275,-72.5658,181,-13.7317,-72.5708,1.2245
-13.6792,-71.7625,13789,-13.6775,-71.7608,181,-13.6794,-71.7622,0.1000
-13.6142,-71.8158,13763,-13.6100,-71.8175,181,-13.6142,-71.8156,0.1000
-13.5883,-72.0158,13484,-13.5900,-72.0133,181,-13.5882,-72.0153,0.1000
-13.5542,-73.5242,13438,-13.5558,-73.5283,181,-13.5544,-73.5236,0.1000
-13.5358,-75.7025,6722,-13.5308,-75.7033,181,-13.5358,-75.7021,0.1000
-13.5225,-71.7842,15656,-13.5200,-71.7883,181,-13.5217,-71.7858,0.0922
-13.5117,-74.9375,13809,-13.5092,-74.9417,181,-13.5075,-74.9467,1.0935
-13.4750,-72.3250,11824,-13.4767,-72.3250,181,-13.4748,-72.3248,0.1000
-13.4083,-72.4442,12503,-13.4017,-72.4442,181,-13.4000,-72.4508,1.1711
-13.4050,-72.2417,14619,-13.4117,-72.2467,181,-13.4183,-72.2600,2.4734
-13.3850,-75.9442,2208,-13.3875,-75.9450,181,-13.3848,-75.9437,0.1000
-13.3408,-73.2167,12513,-13.3358,-73.2133,181,-13.3325,-73.2075,1.3556
-13.3183,-74.7108,15774,-13.3133,-74.7150,181,-13.3092,-74.7208,1.4845
-13.2892,-72.7342,14895,-13.2858,-72.7375,181,-13.2896,-72.7340,0.1000
-13.1675,-73.9858,13927,-13.1700,-73.9817,181,-13.1725,-73.9775,1.0592
-13.1183,-75.2708,15764,-13.1208,-75.2642,181,-13.1225,-75.2575,1.5181
-13.0033,-74.4233,11998,-13.0000,-74.4167,181,-12.9992,-74.4150,1.0147
-12.9408,-75.1942,16437,-12.9442,-75.1933,181,-12.9415,-75.1939,0.1000
-12.9258,-75.8392,11555,-12.9217,-75.8408,181,-12.9261,-75.8387,0.1000
-12.9200,-74.8517,14806,-12.9200,-74.8567,181,-12.9205,-74.8522,0.1000
-12.9075,-74.6050,11893,-12.9158,-74.6100,181,-12.9083,-74.6042,0.1000
-12.6592,-74.4125,14793,-12.6550,-74.4133,181,-12.6586,-74.4133,0.1000
-12.5550,-75.3292,15164,-12.5517,-75.3258,181,-12.5550,-75.3289,0.1000
-12.5442,-75.4267,15623,-12.5492,-75.4150,181,-12.5592,-75.4242,1.6815
-12.5308,-75.9858,15456,-12.5325,-75.9883,181,-12.5315,-75.9861,0.1000
-12.4817,-75.6333,15577,-12.4792,-75.6333,181,-12.4823,-75.6335,0.1000
-12.4767,-74.5567,14019,-12.4750,-74.5558,181,-12.4771,-74.5559,0.1000
-12.4108,-74.9758,13694,-12.4133,-74.9792,181,-12.4106,-74.9764,0.1000
-12.4000,-76.1792,13310,-12.4017,-76.1767,181,-12.4006,-76.1790,0.1000
-12.3725,-74.4467,14078,-12.3750,-74.4500,181,-12.3724,-74.4468,0.1000
-12.3525,-74.8500,12326,-12.3533,-74.8517,181,-12.3533,-74.8496,0.1000
-12.3117,-76.6875,3100,-12.3100,-76.6858,181,-12.3121,-76.6871,0.1000
-12.3017,-75.6542,15738,-12.2992,-75.6542,181,-12.2917,-75.6508,1.1640
-12.2733,-76.4817,5902,-12.2733,-76.4800,181,-12.2741,-76.4823,0.1000
-12.2475,-75.1475,12559,-12.2517,-75.1483,181,-12.2478,-75.1473,0.1000
-12.2200,-75.2775,14265,-12.2175,-75.2783,181,-12.2206,-75.2780,0.1000
-12.2050,-75.2917,14465,-12.2033,-75.2900,181,-12.2045,-75.2922,0.1000
-12.1808,-74.8950,15331,-12.1742,-74.8925,181,-12.1692,-74.8892,1.4384
-12.1133,-74.8033,12795,-12.1158,-74.7975,181,-12.1175,-74.7942,1.0998
-12.0867,-75.9408,15187,-12.0875,-75.9417,181,-12.0868,-75.9416,0.1000
-12.0375,-76.4433,11824,-12.0317,-76.4400,181,-12.0342,-76.4308,1.4101
-12.0217,-75.3933,12759,-12.0158,-75.3950,181,-12.0219,-75.3927,0.1000
-11.9617,-74.8358,15935,-11.9600,-74.8350,181,-11.9624,-74.8359,0.1000
-11.8425,-76.8025,5423,-11.8408,-76.7992,181,-11.8431,-76.8027,0.1000
-11.6500,-75.7550,14790,-11.6475,-75.7533,181,-11.6450,-75.7642,1.1429
-11.6375,-75.4508,14872,-11.6425,-75.4517,181,-11.6381,-75.4506,0.1000
-11.6342,-76.7483,9022,-11.6342,-76.7458,181,-11.6343,-76.7489,0.1000
-11.6067,-77.0875,3143,-11.6033,-77.0858,181,-11.6061,-77.0876,0.1000
-11.5225,-75.4333,16017,-11.5183,-75.4325,181,-11.5232,-75.4328,0.1000
-11.5017,-77.0217,2687,-11.4950,-77.0200,181,-11.4883,-77.0192,1.4999
-11.4750,-75.6475,12956,-11.4775,-75.6450,181,-11.4642,-75.6400,1.4511
-11.3783,-76.5933,15154,-11.3750,-76.5917,181,-11.3683,-76.5908,1.1390
-11.3392,-76.2358,14350,-11.3367,-76.2475,181,-11.3317,-76.2467,1.4445
-11.2383,-76.3467,15141,-11.2417,-76.3467,181,-11.2382,-76.3461,0.1000
-11.1933,-77.2375,4347,-11.1958,-77.2350,181,-11.1950,-77.2283,1.0179
-11.1825,-76.4242,15830,-11.1850,-76.4258,181,-11.1825,-76.4234,0.1000
-11.1033,-75.6117,13448,-11.1025,-75.6108,181,-11.1037,-75.6113,0.1000
-11.0558,-76.8008,15866,-11.0558,-76.7942,181,-11.0567,-76.7917,1.0058
-11.0150,-75.2233,4872,-11.0158,-75.2208,181,-11.0146,-75.2240,0.1000
-10.9367,-76.4825,15269,-10.9267,-76.4892,181,-10.9383,-76.5008,2.0124
-10.9308,-76.3417,14229,-10.9367,-76.3383,181,-10.9312,-76.3415,0.1000
-10.9075,-77.2517,8602,-10.9158,-77.2467,181,-10.9175,-77.2442,1.3768
-10.8833,-75.9292,14721,-10.8833,-75.9233,181,-10.8832,-75.9292,0.1000
-10.8717,-75.4142,8786,-10.8717,-75.4192,181,-10.8722,-75.4138,0.1000
-10.8300,-75.6092,12969,-10.8258,-75.6075,181,-10.8300,-75.6086,0.1000
-10.7975,-75.4892,9347,-10.8017,-75.4958,181,-10.8050,-75.4992,1.3733
-10.7908,-76.7475,15390,-10.7900,-76.7483,181,-10.7908,-76.7481,0.1000
-10.6592,-76.3092,14465,-10.6733,-76.3075,181,-10.6442,-76.3050,1.7206
-10.4575,-76.5217,14173,-10.4633,-76.5208,181,-10.4683,-76.5192,1.2292
-10.4483,-75.7375,12982,-10.4475,-75.7417,181,-10.4487,-75.7379,0.1000
-10.4467,-75.8758,14957,-10.4500,-75.8767,181,-10.4472,-75.8754,0.1000
-10.4225,-76.7558,17060,-10.4283,-76.7558,181,-10.4223,-76.7560,0.1000
-10.4108,-76.5367,14288,-10.4117,-76.5417,181,-10.4109,-76.5364,0.1000
-10.3658,-77.0467,15538,-10.3650,-77.0450,181,-10.3663,-77.0466,0.1000
-10.3383,-77.5133,8287,-10.3408,-77.5117,181,-10.3383,-77.5137,0.1000
-10.2867,-77.0075,16102,-10.2925,-77.0067,181,-10.2958,-77.0075,1.0139
-10.2467,-77.2750,15892,-10.2483,-77.2733,181,-10.2465,-77.2745,0.1000
-10.1792,-76.0700,14219,-10.1808,-76.0683,181,-10.1791,-76.0702,0.1000
-10.1117,-76.7642,14452,-10.1100,-76.7642,181,-10.1110,-76.7642,0.1000
-10.1058,-76.0758,14288,-10.1092,-76.0758,181,-10.1053,-76.0761,0.1000
-10.0708,-76.5592,14045,-10.0708,-76.5575,181,-10.0701,-76.5600,0.1000
-10.0450,-75.8258,12083,-10.0492,-75.8250,181,-10.0453,-75.8265,0.1000
-10.0333,-75.4867,5915,-10.0317,-75.4917,181,-10.0331,-75.4862,0.1000
-9.9883,-75.4667,5875,-9.9917,-75.4642,180,-9.9876,-75.4659,0.1000
-9.9592,-76.1233,13864,-9.9558,-76.1183,180,-9.9475,-76.1183,1.4023
-9.9458,-77.1567,16397,-9.9492,-77.1567,180,-9.9462,-77.1564,0.1000
-9.8350,-75.8867,10721,-9.8383,-75.8908,180,-9.8400,-75.8767,1.2290
-9.8117,-76.7317,13854,-9.8250,-76.7192,180,-9.8117,-76.6992,3.5651
-9.7675,-77.8742,7378,-9.7658,-77.8708,180,-9.7681,-77.8740,0.1000
-9.7492,-77.9408,3605,-9.7492,-77.9367,180,-9.7496,-77.9414,0.1000
-9.7458,-75.5883,3395,-9.7483,-75.5892,180,-9.7457,-75.5877,0.1000
-9.7317,-76.1642,12670,-9.7350,-76.1642,180,-9.7321,-76.1639,0.1000
-9.7308,-77.9092,4917,-9.7308,-77.9067,180,-9.7306,-77.9100,0.1000
-9.7117,-76.9583,14625,-9.7108,-76.9567,180,-9.7113,-76.9580,0.1000
-9.6675,-75.8050,8139,-9.6658,-75.8033,180,-9.6674,-75.8056,0.1000
-9.6650,-77.2217,14940,-9.6642,-77.2233,180,-9.6657,-77.2225,0.1000
-9.6500,-76.5050,14645,-9.6517,-76.5067,180,-9.6592,-76.5050,1.0139
-9.6317,-76.6692,14199,-9.6325,-76.6650,180,-9.6321,-76.6684,0.1000
